index,Audiencia,Año,Cadena,Dia,Mes
25,"0,3%",2019,real-madrid-tv,20,04
0,"10,8%",2019,antena3,21,04
1,"10,1%",2019,telecinco,21,04
2,"10,1%",2019,la1,21,04
3,"5,9%",2019,cuatro,21,04
4,"4,7%",2019,lasexta,21,04
5,"3,0%",2019,la2,21,04
6,"2,9%",2019,fdf,21,04
7,"2,7%",2019,energy,21,04
8,"2,7%",2019,divinity,21,04
9,"2,7%",2019,13tv,21,04
10,"2,4%",2019,neox,21,04
11,"2,2%",2019,nova,21,04
12,"2,0%",2019,clan,21,04
13,"1,8%",2019,paramountchannel,21,04
14,"1,8%",2019,mega-espana,21,04
15,"1,7%",2019,discoverymax,21,04
16,"1,4%",2019,gol-television,21,04
17,"1,3%",2019,atreseries,21,04
18,"1,2%",2019,boing,21,04
19,"1,0%",2019,canal24horas,21,04
20,"1,0%",2019,disney-channel,21,04
21,"0,9%",2019,bemadtv,21,04
22,"0,8%",2019,dkiss,21,04
23,"0,7%",2019,teledeporte,21,04
24,"0,5%",2019,real-madrid-tv,21,04
25,"0,3%",2019,ten,21,04
0,"14,6%",2019,la1,22,04
1,"13,5%",2019,telecinco,22,04
2,"10,5%",2019,antena3,22,04
3,"7,2%",2019,lasexta,22,04
4,"5,1%",2019,cuatro,22,04
5,"2,5%",2019,energy,22,04
6,"2,5%",2019,fdf,22,04
7,"2,4%",2019,divinity,22,04
8,"2,3%",2019,neox,22,04
9,"2,2%",2019,la2,22,04
10,"2,1%",2019,nova,22,04
11,"2,1%",2019,13tv,22,04
12,"2,0%",2019,paramountchannel,22,04
13,"1,8%",2019,discoverymax,22,04
14,"1,7%",2019,clan,22,04
15,"1,3%",2019,mega-espana,22,04
16,"1,2%",2019,canal24horas,22,04
17,"1,1%",2019,disney-channel,22,04
18,"1,1%",2019,atreseries,22,04
19,"1,1%",2019,boing,22,04
20,"0,9%",2019,gol-television,22,04
21,"0,8%",2019,dkiss,22,04
22,"0,6%",2019,bemadtv,22,04
23,"0,5%",2019,ten,22,04
24,"0,4%",2019,teledeporte,22,04
25,"0,2%",2019,real-madrid-tv,22,04
0,"16,5%",2019,antena3,23,04
1,"13,0%",2019,lasexta,23,04
2,"11,5%",2019,telecinco,23,04
3,"8,7%",2019,la1,23,04
4,"3,8%",2019,cuatro,23,04
5,"2,7%",2019,la2,23,04
6,"2,3%",2019,paramountchannel,23,04
7,"2,3%",2019,divinity,23,04
8,"2,3%",2019,fdf,23,04
9,"2,2%",2019,neox,23,04
10,"2,1%",2019,energy,23,04
11,"2,0%",2019,nova,23,04
12,"1,7%",2019,13tv,23,04
13,"1,7%",2019,clan,23,04
14,"1,5%",2019,discoverymax,23,04
15,"1,4%",2019,mega-espana,23,04
16,"1,0%",2019,atreseries,23,04
17,"0,8%",2019,dkiss,23,04
18,"0,8%",2019,boing,23,04
19,"0,8%",2019,gol-television,23,04
20,"0,8%",2019,disney-channel,23,04
21,"0,7%",2019,canal24horas,23,04
22,"0,6%",2019,bemadtv,23,04
23,"0,4%",2019,teledeporte,23,04
24,"0,4%",2019,ten,23,04
25,"0,2%",2019,real-madrid-tv,23,04
0,"16,1%",2019,telecinco,24,04
1,"12,6%",2019,antena3,24,04
2,"8,1%",2019,la1,24,04
3,"8,0%",2019,lasexta,24,04
4,"4,8%",2019,cuatro,24,04
5,"3,0%",2019,la2,24,04
6,"2,3%",2019,divinity,24,04
7,"2,3%",2019,nova,24,04
8,"2,2%",2019,neox,24,04
9,"2,1%",2019,13tv,24,04
10,"2,1%",2019,fdf,24,04
11,"1,8%",2019,energy,24,04
12,"1,8%",2019,paramountchannel,24,04
13,"1,7%",2019,clan,24,04
14,"1,6%",2019,mega-espana,24,04
15,"1,4%",2019,discoverymax,24,04
16,"1,4%",2019,gol-television,24,04
17,"1,2%",2019,atreseries,24,04
18,"1,0%",2019,canal24horas,24,04
19,"1,0%",2019,boing,24,04
20,"0,9%",2019,dkiss,24,04
21,"0,9%",2019,teledeporte,24,04
22,"0,8%",2019,disney-channel,24,04
23,"0,6%",2019,bemadtv,24,04
24,"0,4%",2019,ten,24,04
25,"0,2%",2019,real-madrid-tv,24,04
0,"20,5%",2019,telecinco,25,04
1,"11,4%",2019,antena3,25,04
2,"8,7%",2019,la1,25,04
3,"7,3%",2019,lasexta,25,04
4,"4,3%",2019,cuatro,25,04
5,"2,6%",2019,neox,25,04
6,"2,4%",2019,la2,25,04
7,"2,1%",2019,energy,25,04
8,"2,1%",2019,divinity,25,04
9,"2,1%",2019,fdf,25,04
10,"2,0%",2019,nova,25,04
11,"1,9%",2019,13tv,25,04
12,"1,9%",2019,clan,25,04
13,"1,8%",2019,paramountchannel,25,04
14,"1,5%",2019,discoverymax,25,04
15,"1,4%",2019,atreseries,25,04
16,"1,3%",2019,mega-espana,25,04
17,"0,9%",2019,dkiss,25,04
18,"0,9%",2019,boing,25,04
19,"0,9%",2019,disney-channel,25,04
20,"0,9%",2019,teledeporte,25,04
21,"0,8%",2019,gol-television,25,04
22,"0,8%",2019,canal24horas,25,04
23,"0,5%",2019,bemadtv,25,04
24,"0,4%",2019,ten,25,04
25,"0,3%",2019,real-madrid-tv,25,04
0,"15,7%",2019,telecinco,26,04
1,"11,9%",2019,antena3,26,04
2,"8,1%",2019,lasexta,26,04
3,"7,4%",2019,la1,26,04
4,"4,8%",2019,cuatro,26,04
5,"3,3%",2019,neox,26,04
6,"2,8%",2019,fdf,26,04
7,"2,6%",2019,nova,26,04
8,"2,5%",2019,la2,26,04
9,"2,5%",2019,paramountchannel,26,04
10,"2,4%",2019,energy,26,04
11,"2,4%",2019,divinity,26,04
12,"1,9%",2019,clan,26,04
13,"1,7%",2019,13tv,26,04
14,"1,5%",2019,mega-espana,26,04
15,"1,4%",2019,atreseries,26,04
16,"1,4%",2019,boing,26,04
17,"1,4%",2019,discoverymax,26,04
18,"1,2%",2019,dkiss,26,04
19,"1,0%",2019,disney-channel,26,04
20,"0,9%",2019,gol-television,26,04
21,"0,9%",2019,teledeporte,26,04
22,"0,6%",2019,canal24horas,26,04
23,"0,6%",2019,bemadtv,26,04
24,"0,5%",2019,ten,26,04
25,"0,1%",2019,real-madrid-tv,26,04
0,"12,3%",2019,telecinco,27,04
1,"11,6%",2019,antena3,27,04
2,"8,1%",2019,la1,27,04
3,"6,0%",2019,cuatro,27,04
4,"5,9%",2019,lasexta,27,04
5,"2,9%",2019,fdf,27,04
6,"2,8%",2019,la2,27,04
7,"2,6%",2019,neox,27,04
8,"2,6%",2019,energy,27,04
9,"2,4%",2019,paramountchannel,27,04
10,"2,1%",2019,clan,27,04
11,"2,0%",2019,divinity,27,04
12,"1,9%",2019,13tv,27,04
13,"1,5%",2019,atreseries,27,04
14,"1,5%",2019,nova,27,04
15,"1,4%",2019,mega-espana,27,04
16,"1,4%",2019,discoverymax,27,04
17,"1,4%",2019,boing,27,04
18,"1,2%",2019,disney-channel,27,04
19,"1,1%",2019,gol-television,27,04
20,"1,0%",2019,dkiss,27,04
21,"0,9%",2019,canal24horas,27,04
22,"0,8%",2019,bemadtv,27,04
23,"0,7%",2019,teledeporte,27,04
24,"0,5%",2019,ten,27,04
25,"0,3%",2019,real-madrid-tv,27,04
0,"13,8%",2019,lasexta,28,04
1,"10,0%",2019,la1,28,04
2,"9,3%",2019,telecinco,28,04
3,"9,1%",2019,antena3,28,04
4,"4,5%",2019,cuatro,28,04
5,"2,6%",2019,energy,28,04
6,"2,6%",2019,fdf,28,04
7,"2,4%",2019,canal24horas,28,04
8,"2,2%",2019,nova,28,04
9,"2,2%",2019,paramountchannel,28,04
10,"2,1%",2019,13tv,28,04
11,"2,1%",2019,neox,28,04
12,"1,9%",2019,divinity,28,04
13,"1,9%",2019,la2,28,04
14,"1,5%",2019,clan,28,04
15,"1,4%",2019,atreseries,28,04
16,"1,4%",2019,discoverymax,28,04
17,"1,3%",2019,mega-espana,28,04
18,"1,0%",2019,boing,28,04
19,"0,9%",2019,disney-channel,28,04
20,"0,9%",2019,gol-television,28,04
21,"0,7%",2019,bemadtv,28,04
22,"0,7%",2019,dkiss,28,04
23,"0,6%",2019,teledeporte,28,04
24,"0,4%",2019,ten,28,04
25,"0,3%",2019,real-madrid-tv,28,04
0,"17,2%",2019,telecinco,29,04
1,"11,3%",2019,antena3,29,04
2,"9,0%",2019,lasexta,29,04
3,"8,8%",2019,la1,29,04
4,"4,9%",2019,cuatro,29,04
5,"2,7%",2019,fdf,29,04
6,"2,6%",2019,la2,29,04
7,"2,5%",2019,divinity,29,04
8,"2,4%",2019,nova,29,04
9,"2,2%",2019,13tv,29,04
10,"2,2%",2019,neox,29,04
11,"2,0%",2019,energy,29,04
12,"1,8%",2019,paramountchannel,29,04
13,"1,6%",2019,gol-television,29,04
14,"1,6%",2019,discoverymax,29,04
15,"1,6%",2019,clan,29,04
16,"1,4%",2019,mega-espana,29,04
17,"1,4%",2019,canal24horas,29,04
18,"1,1%",2019,atreseries,29,04
19,"0,9%",2019,dkiss,29,04
20,"0,8%",2019,boing,29,04
21,"0,6%",2019,disney-channel,29,04
22,"0,6%",2019,bemadtv,29,04
23,"0,4%",2019,ten,29,04
24,"0,3%",2019,teledeporte,29,04
25,"0,1%",2019,real-madrid-tv,29,04
0,"13,9%",2019,telecinco,30,04
1,"11,9%",2019,antena3,30,04
2,"9,8%",2019,la1,30,04
3,"8,4%",2019,lasexta,30,04
4,"8,0%",2019,cuatro,30,04
5,"2,6%",2019,fdf,30,04
6,"2,4%",2019,la2,30,04
7,"2,2%",2019,neox,30,04
8,"2,2%",2019,divinity,30,04
9,"2,2%",2019,paramountchannel,30,04
10,"2,2%",2019,energy,30,04
11,"2,1%",2019,nova,30,04
12,"1,9%",2019,13tv,30,04
13,"1,6%",2019,clan,30,04
14,"1,5%",2019,discoverymax,30,04
15,"1,4%",2019,mega-espana,30,04
16,"1,3%",2019,canal24horas,30,04
17,"1,1%",2019,atreseries,30,04
18,"1,0%",2019,boing,30,04
19,"0,9%",2019,disney-channel,30,04
20,"0,8%",2019,dkiss,30,04
21,"0,8%",2019,gol-television,30,04
22,"0,5%",2019,ten,30,04
23,"0,4%",2019,bemadtv,30,04
24,"0,3%",2019,teledeporte,30,04
25,"0,2%",2019,real-madrid-tv,30,04
